category_list,market,funding_total_usd,status,country_code,funding_rounds,founded_at,first_funding_at,last_funding_at,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,product_crowdfunding,market_missing,category_missing,country_missing,Startup_age,days_to_funding,funding_duration_days,funding_per_round,single_funding_event,funding_stage_reached,has_institutional_vc
|Trading|Networking|Loyalty Programs|Point of Sale|Discounts|Search|Incentives|Big Data|Credit|Mobile Payments|Mobile|, Networking ,,operating,USA,1.0,2013-04-19,2013-04-19,2013-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,0.0,0.0,,1,0,0
|Software|, Software ,600000.0,operating,EST,1.0,2012-09-01,2014-01-16,2014-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,502.0,0.0,600000.0,1,1,0
|Payments|Open Source|SaaS|Mobile|, Mobile ,8800000.0,acquired,USA,2.0,2010-10-01,2011-04-13,2012-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,194.0,624.0,4400000.0,0,2,1
|Location Based Services|Apps|iOS|Mobile|Match-Making|Online Dating|, Apps ,2000000.0,operating,missing,1.0,2014-04-01,2014-09-01,2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,12.0,153.0,0.0,2000000.0,1,1,0
|Manufacturing|, Manufacturing ,,operating,missing,1.0,2014-04-21,2014-04-21,2014-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,12.0,0.0,0.0,,1,0,0
missing,missing,1600000.0,operating,USA,1.0,2009-01-01,2009-11-12,2009-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,17.0,315.0,0.0,1600000.0,1,0,1
|Public Relations|, Public Relations ,11000000.0,acquired,USA,1.0,2001-01-01,2005-06-28,2005-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,25.0,1639.0,0.0,11000000.0,1,0,1
|Health Care|Biotechnology|, Health Care ,356962756.0,operating,USA,3.0,2009-01-01,2009-05-26,2013-11-27,0.0,0.0,20000000.0,0.0,0.0,0.0,0.0,0,0,0,17.0,145.0,1646.0,118987585.33333333,0,0,0
|Creative|File Sharing|Independent Music Labels|Film|Artists Globally|Digital Media|Software|Photography|Music|Video|Curated Web|, Independent Music Labels ,,operating,GBR,1.0,2013-01-01,2014-03-05,2014-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,428.0,0.0,,1,0,0
|Social Media|, Social Media ,1200000.0,operating,USA,1.0,2012-02-02,2012-04-02,2012-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,60.0,0.0,1200000.0,1,1,0
|E-Commerce|Shopping|Networking|Portals|Fashion|Social Media|Curated Web|, Social Media ,6400000.0,operating,SGP,4.0,2010-08-11,2011-04-01,2013-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,233.0,968.0,1600000.0,0,3,1
|Web Development|Mobile|Tablets|Advertising|, Tablets ,20000.0,closed,USA,1.0,2010-07-01,2011-09-01,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,427.0,0.0,20000.0,1,1,0
missing,missing,1800000.0,operating,USA,1.0,,2009-04-24,2009-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,,,0.0,1800000.0,1,0,1
|Virtual Worlds|Chat|Music|, Music ,,operating,DEU,3.0,2007-10-18,2007-01-01,2010-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,0.0,1395.0,,0,0,0
|Social Media|, Social Media ,40000.0,operating,ESP,1.0,2009-12-01,2011-08-01,2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,608.0,0.0,40000.0,1,1,0
|Real Estate|, Real Estate ,800000.0,operating,USA,1.0,2014-04-01,2014-07-30,2014-07-30,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,120.0,0.0,800000.0,1,0,0
|Flash Sales|Retail|E-Commerce|, Flash Sales ,140000.0,operating,ARG,2.0,2010-08-01,2010-04-05,2011-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,0.0,434.0,70000.0,0,1,0
|Online Travel|E-Commerce|, E-Commerce ,692850.0,closed,ESP,1.0,2010-06-01,2010-10-29,2010-10-29,0.0,0.0,0.0,0.0,692850.0,0.0,0.0,0,0,0,16.0,150.0,0.0,692850.0,1,0,0
|Mobile|SMS|Events|Hospitality|Nightclubs|Social Network Media|Fashion|Entertainment|Nightlife|Games|, Nightlife ,225000.0,closed,missing,1.0,2004-02-10,2005-02-01,2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,22.0,357.0,0.0,225000.0,1,0,1
|E-Commerce|, E-Commerce ,40000.0,operating,CHL,1.0,,2013-11-20,2013-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,40000.0,1,1,0
|E-Commerce|, E-Commerce ,1738324.0,operating,KOR,1.0,2009-05-28,2012-01-04,2012-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,951.0,0.0,1738324.0,1,0,1
|Subscription Businesses|Wine And Spirits|Consumer Goods|E-Commerce|Hospitality|, Subscription Businesses ,13100000.0,operating,USA,4.0,2011-08-01,2011-09-01,2014-09-22,0.0,3100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,31.0,1117.0,3275000.0,0,2,1
|Location Based Services|Hospitality|, Hospitality ,120000.0,operating,USA,1.0,2008-06-01,2008-02-01,2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,0.0,0.0,120000.0,1,1,0
|Hospitality|, Hospitality ,1528408.0,operating,ESP,2.0,2012-01-01,2012-09-01,2014-03-07,0.0,0.0,0.0,0.0,627788.0,0.0,0.0,0,0,0,14.0,244.0,552.0,764204.0,0,1,0
|Local|Professional Services|Curated Web|, Local ,10700000.0,operating,USA,1.0,2011-01-01,2014-02-21,2014-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,1147.0,0.0,10700000.0,1,0,1
|Sports|, Sports ,,operating,USA,1.0,2013-03-01,2012-10-17,2012-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,0.0,0.0,,1,0,0
|Health Care|, Health Care ,25000.0,operating,missing,2.0,2014-01-01,2014-02-15,2014-04-21,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0,0,1,12.0,45.0,65.0,12500.0,0,0,0
|Health Care|Consumers|Health and Wellness|, Health Care ,1302213.0,operating,DEU,4.0,2013-01-01,2012-10-01,2014-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,0.0,695.0,325553.25,0,1,0
|Software|, Software ,430000.0,closed,USA,1.0,,2007-01-01,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,430000.0,1,0,1
|Hospitality|Retail|Point of Sale|Software|, Hospitality ,1000000.0,operating,IRL,1.0,2011-10-27,2013-03-15,2013-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,505.0,0.0,1000000.0,1,1,0
|Social Network Media|Opinions|Curated Web|, Opinions ,1300000.0,operating,USA,2.0,2000-01-01,2007-05-22,2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,26.0,2698.0,10.0,650000.0,0,2,1
|Enterprise Software|, Enterprise Software ,1000000.0,operating,GBR,2.0,2008-01-01,2012-12-01,2013-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,1796.0,156.0,500000.0,0,1,0
|Mobile|Photo Sharing|Photography|, Photography ,1600000.0,operating,USA,1.0,2013-01-01,2013-08-22,2013-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,233.0,0.0,1600000.0,1,1,0
|Communities|Universities|Colleges|All Students|Education|, Communities ,1100000.0,operating,USA,2.0,2011-06-01,2013-07-02,2014-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,762.0,371.0,550000.0,0,1,1
|Events|Apps|, Events ,41500.0,operating,BGR,1.0,2014-05-09,2014-05-01,2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,0.0,0.0,41500.0,1,1,0
|Enterprise Software|, Enterprise Software ,7290000.0,operating,GBR,2.0,2003-01-01,2006-01-26,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23.0,1121.0,340.0,3645000.0,0,2,1
|Staffing Firms|, Staffing Firms ,765213.0,operating,FRA,1.0,2013-01-01,2014-10-20,2014-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,657.0,0.0,765213.0,1,1,0
|Cloud Computing|Big Data|Databases|Enterprise Software|, Cloud Computing ,54250000.0,,USA,8.0,2006-01-01,2006-01-01,2014-05-08,0.0,0.0,0.0,9000000.0,0.0,0.0,0.0,0,0,0,20.0,0.0,3049.0,6781250.0,0,3,1
|Consumer Behavior|Retail Technology|Analytics|Coupons|Loyalty Programs|Gift Card|Mobile Payments|Mobile Commerce|, Analytics ,10489997.0,operating,USA,1.0,2012-07-01,2013-08-05,2013-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,400.0,0.0,10489997.0,1,3,1
|Mobile|, Mobile ,,acquired,USA,1.0,,2011-06-01,2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,,1,0,0
|Mobile|, Mobile ,,operating,USA,1.0,,2014-02-21,2014-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,,1,0,0
|Semiconductors|, Semiconductors ,35000.0,operating,USA,1.0,,2010-02-04,2010-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,35000.0,1,0,1
|Advertising|, Advertising ,11399999.0,operating,USA,2.0,2012-11-01,2013-03-05,2013-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,124.0,260.0,5699999.5,0,2,1
missing,missing,22321.0,operating,missing,1.0,2014-02-28,2014-02-28,2014-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,12.0,0.0,0.0,22321.0,1,1,0
missing,missing,696000.0,closed,ITA,1.0,,2007-02-20,2007-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,,,0.0,696000.0,1,0,1
|SaaS|Health Care|Health and Wellness|Online Scheduling|Software|, Online Scheduling ,525000.0,operating,missing,1.0,2012-02-01,2013-12-31,2013-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,14.0,699.0,0.0,525000.0,1,1,0
|Biotechnology|, Biotechnology ,925000.0,operating,USA,2.0,,2011-02-07,2012-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,665.0,462500.0,0,0,1
|Networking|, Networking ,3500.0,operating,USA,1.0,2008-01-20,2014-03-28,2014-03-28,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,2259.0,0.0,3500.0,1,0,0
|Health Care|, Health Care ,5000000.0,operating,GBR,1.0,1999-01-01,2008-11-24,2008-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,27.0,3615.0,0.0,5000000.0,1,1,0
|Games|, Games ,15010000.0,operating,HKG,1.0,2011-01-01,2013-11-01,2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,1035.0,0.0,15010000.0,1,0,1
|Oil & Gas|, Oil & Gas ,300.0,operating,USA,1.0,2013-06-22,2014-07-29,2014-07-29,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0,0,0,13.0,402.0,0.0,300.0,1,0,0
|Semiconductors|, Semiconductors ,7484035.0,acquired,BEL,3.0,2007-11-18,2008-01-15,2009-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,58.0,573.0,2494678.3333333335,0,3,1
|Biotechnology|, Biotechnology ,1960350.0,closed,GBR,1.0,2004-01-01,2010-07-29,2010-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,2401.0,0.0,1960350.0,1,0,1
|Social Media|, Social Media ,3150000.0,operating,USA,2.0,2009-01-01,2011-03-23,2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,811.0,436.0,1575000.0,0,2,1
|Software|, Software ,1030000.0,operating,GBR,3.0,,2006-01-17,2009-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,1147.0,343333.3333333333,0,3,1
|Android|iOS|Mobile Games|Games|, Games ,,,USA,2.0,2007-01-01,2012-05-23,2013-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,1969.0,272.0,,0,0,0
|Biotechnology|, Biotechnology ,1910000.0,operating,USA,1.0,2004-01-01,2010-07-16,2010-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,2388.0,0.0,1910000.0,1,0,1
|Software|, Software ,600000.0,closed,USA,1.0,2008-04-01,2008-01-01,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,0.0,0.0,600000.0,1,1,0
|Biotechnology|, Biotechnology ,3137231.0,acquired,GBR,1.0,,2012-01-26,2012-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,3137231.0,1,2,1
|Nanotechnology|, Nanotechnology ,12000000.0,operating,USA,3.0,,2007-07-01,2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,915.0,4000000.0,0,2,1
|Forums|Networking|Social Media|, Networking ,200000.0,operating,USA,1.0,2012-05-01,2012-05-15,2012-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,14.0,0.0,200000.0,1,1,0
|Big Data|Data Centers|Data Security|, Data Centers ,16999993.0,operating,USA,1.0,2013-01-01,2014-06-10,2014-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,525.0,0.0,16999993.0,1,0,1
missing,missing,25000.0,operating,USA,1.0,,2011-08-31,2011-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,,,0.0,25000.0,1,0,1
|Health Care|Medical Devices|, Medical Devices ,12500000.0,operating,ISR,1.0,2004-01-01,2014-10-29,2014-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,3954.0,0.0,12500000.0,1,0,1
|Biotechnology|, Biotechnology ,14130534.0,operating,USA,14.0,,2009-09-09,2014-09-30,0.0,0.0,2500000.0,1550000.0,0.0,0.0,0.0,0,0,0,,,1847.0,1009323.8571428572,0,0,1
|Biotechnology|, Biotechnology ,10050000.0,acquired,USA,2.0,,2009-08-18,2012-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,1221.0,5025000.0,0,0,1
|Enterprise Software|, Enterprise Software ,15000000.0,operating,CHN,1.0,,2011-05-01,2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,15000000.0,1,0,1
|Social Media|News|Local|Curated Web|, News ,8450000.0,operating,USA,4.0,2013-06-01,2012-01-19,2014-01-06,0.0,0.0,1050000.0,0.0,0.0,0.0,0.0,0,0,0,13.0,0.0,718.0,2112500.0,0,2,1
|E-Commerce|, E-Commerce ,1932650.0,operating,missing,1.0,,2010-05-01,2010-05-01,0.0,0.0,0.0,0.0,1932650.0,0.0,0.0,0,0,1,,,0.0,1932650.0,1,0,0
|Mobile|, Mobile ,40000.0,operating,CHL,1.0,,2011-06-13,2011-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,40000.0,1,1,0
missing,missing,,operating,ITA,1.0,,2004-01-01,2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,,,0.0,,1,0,0
|Clean Technology|, Clean Technology ,90000.0,closed,USA,1.0,,2009-12-30,2009-12-30,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0,0,0,,,0.0,90000.0,1,0,0
|Internet|Certification Test|Clean Energy|Analytics|Carbon|Green|Clean Technology|, Green ,,operating,missing,1.0,2008-01-01,2008-01-01,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,18.0,0.0,0.0,,1,0,0
|Information Technology|Information Security|Software|, Information Technology ,,operating,USA,1.0,2010-01-01,2012-01-30,2012-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,759.0,0.0,,1,0,0
|Biotechnology|, Biotechnology ,520000.0,operating,USA,1.0,2009-01-01,2010-07-15,2010-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,560.0,0.0,520000.0,1,0,1
|Consumers|Teachers|Mobile|Sports|, Sports ,335000.0,operating,HKG,1.0,2013-11-01,2013-03-01,2013-03-01,0.0,0.0,0.0,0.0,335000.0,0.0,0.0,0,0,0,13.0,0.0,0.0,335000.0,1,0,0
missing,missing,6000000.0,,FRA,2.0,,2009-01-28,2011-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,,,803.0,3000000.0,0,2,1
|Human Resources|Career Management|Software|, Human Resources ,1000000.0,operating,USA,1.0,2013-10-01,2013-10-01,2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,0.0,0.0,1000000.0,1,1,0
|Health and Wellness|, Health and Wellness ,1000000.0,operating,USA,1.0,2013-01-02,2013-12-08,2013-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,340.0,0.0,1000000.0,1,1,0
|Sports|, Sports ,450000.0,operating,missing,1.0,2013-01-01,2014-08-05,2014-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,13.0,581.0,0.0,450000.0,1,1,0
|Training|Sports|, Training ,9400000.0,operating,USA,2.0,2011-05-15,2012-11-14,2013-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,549.0,372.0,4700000.0,0,2,1
|Software|, Software ,42000000.0,acquired,USA,1.0,1984-01-01,2007-08-06,2007-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,42.0,8618.0,0.0,42000000.0,1,0,1
|Video|Hardware + Software|, Hardware + Software ,2630000.0,operating,USA,1.0,,2007-02-14,2007-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,2630000.0,1,3,1
|Hospitality|, Hospitality ,2483916.0,operating,missing,1.0,,2009-11-01,2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,0.0,2483916.0,1,2,1
|Security|, Security ,9350003.0,operating,USA,3.0,2001-01-01,2011-02-09,2013-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,25.0,3691.0,727.0,3116667.6666666665,0,3,1
|Hardware + Software|, Hardware + Software ,6285835.0,operating,USA,1.0,2007-01-01,2011-08-25,2011-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,1697.0,0.0,6285835.0,1,0,1
|Clean Technology|, Clean Technology ,13350000.0,acquired,USA,2.0,,2008-05-13,2009-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,336.0,6675000.0,0,3,1
|Clean Technology|, Clean Technology ,33750000.0,operating,USA,2.0,2002-01-01,2007-02-26,2013-08-02,0.0,0.0,750000.0,0.0,0.0,0.0,0.0,0,0,0,24.0,1882.0,2349.0,16875000.0,0,0,1
|Biotechnology|, Biotechnology ,26320000.0,acquired,USA,2.0,2000-01-01,2007-03-29,2009-12-29,0.0,0.0,0.0,3720000.0,0.0,0.0,0.0,0,0,0,26.0,2644.0,1006.0,13160000.0,0,0,1
|Biotechnology|, Biotechnology ,220099.0,operating,USA,1.0,2010-01-01,2013-08-27,2013-08-27,0.0,0.0,0.0,0.0,0.0,220099.0,0.0,0,0,0,16.0,1334.0,0.0,220099.0,1,0,0
missing,missing,,operating,USA,1.0,2012-02-09,2012-04-02,2012-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,14.0,53.0,0.0,,1,0,0
|Transportation|, Transportation ,,operating,USA,1.0,1989-01-01,2013-10-04,2013-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,37.0,9042.0,0.0,,1,0,0
|Manufacturing|, Manufacturing ,700000.0,operating,USA,1.0,1990-01-01,2009-09-22,2009-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,36.0,7204.0,0.0,700000.0,1,0,1
|Health Care|, Health Care ,21500000.0,operating,missing,1.0,1999-01-01,2009-06-24,2009-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,27.0,3827.0,0.0,21500000.0,1,0,1
|Software|, Software ,86000000.0,,USA,2.0,2004-01-01,2010-02-02,2012-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,2224.0,904.0,43000000.0,0,0,1
|Clean Technology|, Clean Technology ,52893000.0,operating,USA,4.0,2005-01-01,2008-10-20,2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,1388.0,1442.0,13223250.0,0,0,1
|Social Media|, Social Media ,40000.0,operating,missing,1.0,2012-01-01,2013-03-11,2013-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,14.0,435.0,0.0,40000.0,1,1,0
|Software|, Software ,12000002.0,operating,USA,1.0,,2013-08-14,2013-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,12000002.0,1,0,1
|Contact Management|Software|, Contact Management ,,acquired,LVA,1.0,2011-01-01,2012-04-01,2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,456.0,0.0,,1,0,0
|Manufacturing|, Manufacturing ,500000.0,operating,USA,1.0,,2012-01-01,2012-01-01,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0,0,0,,,0.0,500000.0,1,0,0
|Curated Web|, Curated Web ,3980000.0,operating,USA,2.0,2012-01-01,2013-04-10,2014-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,465.0,342.0,1990000.0,0,1,0
|Finance|, Finance ,3810000.0,operating,USA,2.0,,2012-06-04,2014-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,737.0,1905000.0,0,0,1
|Public Relations|, Public Relations ,12082786.0,operating,GBR,3.0,,2011-01-26,2014-01-24,0.0,0.0,0.0,3135120.0,0.0,0.0,0.0,0,0,0,,,1094.0,4027595.3333333335,0,0,1
missing,missing,,operating,missing,1.0,,2012-08-01,2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,0.0,,1,0,0
|Curated Web|, Curated Web ,6659995.0,operating,USA,3.0,,2009-01-15,2011-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,936.0,2219998.3333333335,0,0,1
|Video Games|, Video Games ,25000.0,operating,COL,1.0,2011-01-01,2014-03-01,2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,1155.0,0.0,25000.0,1,1,0
|Social Media|, Social Media ,25000.0,operating,USA,1.0,2010-01-01,2012-08-16,2012-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,958.0,0.0,25000.0,1,1,0
|Blogging Platforms|Curated Web|, Blogging Platforms ,5600000.0,closed,CHE,1.0,2006-02-01,2006-12-01,2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,303.0,0.0,5600000.0,1,2,1
|Games|, Games ,4701310.0,operating,JPN,1.0,2009-09-01,2014-01-21,2014-01-21,0.0,4701310.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,1603.0,0.0,4701310.0,1,0,0
|Home Renovation|Design|Crowdsourcing|Curated Web|, Curated Web ,240000.0,operating,ITA,2.0,2012-01-01,2013-07-23,2013-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,569.0,31.0,120000.0,0,1,0
|Security|, Security ,108700.0,operating,GBR,1.0,2014-04-17,2014-11-06,2014-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,203.0,0.0,108700.0,1,1,0
|Biotechnology|, Biotechnology ,15177581.0,operating,USA,2.0,,2009-10-09,2011-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,706.0,7588790.5,0,0,1
|All Students|Media|Technology|Internet|Colleges|Career Management|Education|, Technology ,,operating,IND,1.0,2007-08-01,2009-05-01,2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,639.0,0.0,,1,0,0
|Clean Technology|, Clean Technology ,229000000.0,operating,USA,5.0,2009-01-01,2009-07-28,2011-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,208.0,784.0,45800000.0,0,3,1
|Payments|Mobile|, Mobile ,3200000.0,operating,SGP,3.0,2011-01-01,2012-01-01,2013-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,365.0,701.0,1066666.6666666667,0,2,1
|Biotechnology|, Biotechnology ,57710890.0,operating,USA,5.0,2005-01-01,2006-10-10,2014-06-10,0.0,0.0,0.0,8510890.0,0.0,0.0,0.0,0,0,0,21.0,647.0,2800.0,11542178.0,0,3,1
|B2B|SaaS|Software|, B2B ,500000.0,operating,PRT,1.0,2012-01-01,2013-11-20,2013-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,689.0,0.0,500000.0,1,1,0
|Biotechnology|, Biotechnology ,1600000.0,operating,USA,2.0,2011-08-01,2012-07-01,2014-06-28,0.0,0.0,0.0,0.0,0.0,1600000.0,0.0,0,0,0,15.0,335.0,727.0,800000.0,0,0,0
|Point of Sale|Mobile Shopping|Apps|Technology|Mobile Software Tools|Mobile Commerce|Payments|Mobile Payments|Mobile|, Mobile Shopping ,6500000.0,operating,ARG,1.0,2005-01-01,2011-12-19,2011-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,2543.0,0.0,6500000.0,1,2,1
|Mobile Games|Education|Educational Games|, Mobile Games ,120000.0,operating,SWE,1.0,2014-06-25,2014-10-14,2014-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,111.0,0.0,120000.0,1,1,0
|Software|, Software ,2800000.0,,USA,1.0,,2014-04-23,2014-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,2800000.0,1,2,1
|Software|, Software ,7623300.0,operating,missing,3.0,,2005-01-01,2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,1339.0,2541100.0,0,2,1
|SaaS|Sustainability|Environmental Innovation|Clean Technology|, SaaS ,30000.0,operating,GBR,1.0,2013-09-06,2011-04-03,2011-04-03,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0,0,0,13.0,0.0,0.0,30000.0,1,0,0
|Health Care|, Health Care ,2000000.0,operating,USA,1.0,,2009-05-14,2009-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,2000000.0,1,0,1
|Customer Support Tools|SaaS|Developer Tools|, Developer Tools ,2000000.0,operating,USA,1.0,2011-03-06,2014-09-18,2014-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,1292.0,0.0,2000000.0,1,1,0
